,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
70414,Male,Hispanic,18 to 19,Calaveras County,2,0,0,0,0,2,6,0
70415,Male,Hispanic,18 to 19,Colusa County,1,1,0,0,10,12,34,0
70416,Male,Hispanic,18 to 19,Contra Costa County,84,57,47,3,41,232,264,0
70417,Male,Hispanic,18 to 19,Del Norte County,0,0,0,0,0,0,3,0
70418,Male,Hispanic,18 to 19,El Dorado County,13,7,6,2,7,35,49,0
70419,Male,Hispanic,18 to 19,Fresno County,196,196,101,17,171,681,1071,0
70420,Male,Hispanic,18 to 19,Glenn County,6,2,3,2,6,19,24,0
70421,Male,Hispanic,18 to 19,Humboldt County,1,0,2,0,1,4,27,0
70422,Male,Hispanic,18 to 19,Imperial County,16,42,31,0,36,125,359,0
70423,Male,Hispanic,18 to 19,Inyo County,1,3,0,0,0,4,12,0
70424,Male,Hispanic,18 to 19,Kern County,162,248,109,11,169,699,1123,0
70425,Male,Hispanic,18 to 19,Kings County,24,18,13,4,30,89,182,0
70426,Male,Hispanic,18 to 19,Lake County,2,3,2,0,2,9,26,0
70427,Male,Hispanic,18 to 19,Lassen County,0,1,2,0,0,3,4,0
70428,Male,Hispanic,18 to 19,Los Angeles County,1788,1671,1061,77,1741,6338,8468,0
70429,Male,Hispanic,18 to 19,Madera County,14,20,14,1,30,79,141,0
70430,Male,Hispanic,18 to 19,Marin County,14,11,8,2,9,44,94,0
70431,Male,Hispanic,18 to 19,Mariposa County,0,1,1,0,1,3,2,0
70432,Male,Hispanic,18 to 19,Mendocino County,5,5,5,0,8,23,61,0
70433,Male,Hispanic,18 to 19,Merced County,66,54,42,2,63,227,419,0
70434,Male,Hispanic,18 to 19,Modoc County,0,0,1,0,0,1,1,0
70435,Male,Hispanic,18 to 19,Mono County,0,3,0,0,1,4,6,0
70436,Male,Hispanic,18 to 19,Monterey County,79,78,44,11,67,279,498,0
70437,Male,Hispanic,18 to 19,Napa County,3,16,4,1,16,40,85,0
70438,Male,Hispanic,18 to 19,Nevada County,0,2,2,0,3,7,13,0
70439,Male,Hispanic,18 to 19,Orange County,342,351,255,33,292,1273,2374,0
70440,Male,Hispanic,18 to 19,Placer County,9,18,6,0,18,51,71,0
70441,Male,Hispanic,18 to 19,Plumas County,0,0,0,0,0,0,3,0
70442,Male,Hispanic,18 to 19,Riverside County,240,336,182,23,288,1069,1384,0
70443,Male,Hispanic,18 to 19,Sacramento County,60,88,57,6,57,268,377,0
70444,Male,Hispanic,18 to 19,San Benito County,13,9,2,4,5,33,67,0
70445,Male,Hispanic,18 to 19,San Bernardino County,275,395,257,22,246,1195,1740,0
70446,Male,Hispanic,18 to 19,San Diego County,281,297,155,12,323,1068,2049,0
70447,Male,Hispanic,18 to 19,San Francisco County,0,0,0,0,0,0,19,0
70448,Male,Hispanic,18 to 19,San Joaquin County,98,104,49,5,69,325,570,0
70449,Male,Hispanic,18 to 19,San Luis Obispo County,7,19,9,1,10,46,138,0
70450,Male,Hispanic,18 to 19,San Mateo County,57,59,41,6,50,213,392,0
70451,Male,Hispanic,18 to 19,Santa Barbara County,73,65,31,4,59,232,771,0
70452,Male,Hispanic,18 to 19,Santa Clara County,184,225,148,15,166,738,1284,0
70453,Male,Hispanic,18 to 19,Santa Cruz County,46,30,26,3,62,167,307,0
70454,Male,Hispanic,18 to 19,Shasta County,2,1,2,0,1,6,33,0
70455,Male,Hispanic,18 to 19,Sierra County,0,0,1,0,0,1,3,0
70456,Male,Hispanic,18 to 19,Siskiyou County,0,2,2,0,0,4,4,0
70457,Male,Hispanic,18 to 19,Solano County,29,32,20,2,42,125,182,0
70458,Male,Hispanic,18 to 19,Sonoma County,24,45,30,2,42,143,319,0
70459,Male,Hispanic,18 to 19,Stanislaus County,96,90,53,4,71,314,369,0
70460,Male,Hispanic,18 to 19,Sutter County,13,8,4,1,11,37,74,0
70461,Male,Hispanic,18 to 19,Tehama County,6,12,10,0,4,32,33,0
70462,Male,Hispanic,18 to 19,Trinity County,0,0,0,0,0,0,1,0
70463,Male,Hispanic,18 to 19,Tulare County,125,133,64,12,142,476,665,0
70464,Male,Hispanic,18 to 19,Tuolumne County,0,1,1,0,1,3,14,0
70465,Male,Hispanic,18 to 19,Ventura County,134,136,60,6,131,467,972,0
70466,Male,Hispanic,18 to 19,Yolo County,14,27,19,1,22,83,145,0
70467,Male,Hispanic,18 to 19,Yuba County,1,7,3,1,9,21,40,0
70468,Male,Hispanic,20 to 29,Alameda County,334,273,366,22,258,1253,3126,0
70469,Male,Hispanic,20 to 29,Alpine County,0,0,0,0,0,0,3,0
70470,Male,Hispanic,20 to 29,Amador County,5,0,4,0,11,20,38,0
70471,Male,Hispanic,20 to 29,Butte County,35,13,18,2,23,91,336,0
70472,Male,Hispanic,20 to 29,Calaveras County,5,1,7,0,4,17,24,0
70473,Male,Hispanic,20 to 29,Colusa County,10,7,5,2,22,46,142,0
70474,Male,Hispanic,20 to 29,Contra Costa County,255,181,257,23,197,913,1516,0
70475,Male,Hispanic,20 to 29,Del Norte County,2,3,2,0,1,8,14,0
70476,Male,Hispanic,20 to 29,El Dorado County,26,22,14,3,21,86,192,0
70477,Male,Hispanic,20 to 29,Fresno County,884,488,689,58,624,2743,5373,0
70478,Male,Hispanic,20 to 29,Glenn County,13,11,6,0,22,52,142,0
70479,Male,Hispanic,20 to 29,Humboldt County,7,8,19,3,3,40,152,0
70480,Male,Hispanic,20 to 29,Imperial County,152,159,155,6,82,554,1401,0
70481,Male,Hispanic,20 to 29,Inyo County,4,4,2,1,6,17,46,0
70482,Male,Hispanic,20 to 29,Kern County,728,544,547,28,544,2391,4809,0
70483,Male,Hispanic,20 to 29,Kings County,91,41,47,10,89,278,940,0
70484,Male,Hispanic,20 to 29,Lake County,14,6,26,0,15,61,135,0
70485,Male,Hispanic,20 to 29,Lassen County,6,3,0,0,4,13,28,0
70486,Male,Hispanic,20 to 29,Los Angeles County,6211,4860,5083,307,4083,20544,37083,0
70487,Male,Hispanic,20 to 29,Madera County,99,50,45,8,86,288,726,0
70488,Male,Hispanic,20 to 29,Marin County,39,23,44,4,15,125,409,0
70489,Male,Hispanic,20 to 29,Mariposa County,1,1,7,0,2,11,8,0
70490,Male,Hispanic,20 to 29,Mendocino County,22,8,34,2,19,85,168,0
70491,Male,Hispanic,20 to 29,Merced County,209,147,214,13,171,754,1834,0
70492,Male,Hispanic,20 to 29,Modoc County,1,1,0,0,2,4,7,0
70493,Male,Hispanic,20 to 29,Mono County,8,6,2,0,5,21,36,0
70494,Male,Hispanic,20 to 29,Monterey County,338,197,221,39,193,988,2314,0
70495,Male,Hispanic,20 to 29,Napa County,47,41,47,2,49,186,498,0
70496,Male,Hispanic,20 to 29,Nevada County,7,5,3,0,4,19,56,0
70497,Male,Hispanic,20 to 29,Orange County,1019,900,1008,111,616,3654,9065,0
70498,Male,Hispanic,20 to 29,Placer County,39,46,20,4,54,163,308,0
70499,Male,Hispanic,20 to 29,Plumas County,4,1,5,0,2,12,10,0
70500,Male,Hispanic,20 to 29,Riverside County,876,805,865,66,763,3375,5918,0
70501,Male,Hispanic,20 to 29,Sacramento County,341,263,307,10,261,1182,2085,0
70502,Male,Hispanic,20 to 29,San Benito County,37,18,20,3,32,110,286,0
70503,Male,Hispanic,20 to 29,San Bernardino County,1243,1223,1213,81,735,4495,7704,0
70504,Male,Hispanic,20 to 29,San Diego County,1066,816,815,47,646,3390,7855,0
70505,Male,Hispanic,20 to 29,San Francisco County,3,1,1,0,4,9,111,0
70506,Male,Hispanic,20 to 29,San Joaquin County,382,265,226,18,342,1233,2845,0
70507,Male,Hispanic,20 to 29,San Luis Obispo County,47,51,50,6,46,200,831,0
70508,Male,Hispanic,20 to 29,San Mateo County,236,131,213,18,134,732,1582,0
70509,Male,Hispanic,20 to 29,Santa Barbara County,273,150,154,14,154,745,2730,0
70510,Male,Hispanic,20 to 29,Santa Clara County,700,545,713,71,510,2539,5182,0
70511,Male,Hispanic,20 to 29,Santa Cruz County,144,93,121,10,131,499,1153,0
70512,Male,Hispanic,20 to 29,Shasta County,10,9,4,0,9,32,131,0
70513,Male,Hispanic,20 to 29,Sierra County,0,0,1,0,1,2,2,0
70514,Male,Hispanic,20 to 29,Siskiyou County,3,5,4,0,3,15,44,0
70515,Male,Hispanic,20 to 29,Solano County,134,72,80,5,82,373,732,0
70516,Male,Hispanic,20 to 29,Sonoma County,164,106,175,12,88,545,1370,0
70517,Male,Hispanic,20 to 29,Stanislaus County,321,217,306,10,335,1189,1905,0
70518,Male,Hispanic,20 to 29,Sutter County,38,12,21,4,15,90,278,0
70519,Male,Hispanic,20 to 29,Tehama County,18,13,51,2,16,100,171,0
70520,Male,Hispanic,20 to 29,Trinity County,2,2,6,0,2,12,5,0
70521,Male,Hispanic,20 to 29,Tulare County,523,351,385,39,366,1664,3187,0
70522,Male,Hispanic,20 to 29,Tuolumne County,1,2,5,0,6,14,62,0
70523,Male,Hispanic,20 to 29,Ventura County,482,391,318,24,419,1634,4108,0
70524,Male,Hispanic,20 to 29,Yolo County,90,42,60,7,74,273,588,0
70525,Male,Hispanic,20 to 29,Yuba County,24,20,11,1,19,75,178,0
70526,Male,Hispanic,30 to 39,Alameda County,172,127,241,15,112,667,1808,0
70527,Male,Hispanic,30 to 39,Alpine County,0,0,0,0,0,0,1,0
70528,Male,Hispanic,30 to 39,Amador County,0,0,5,1,4,10,11,0
70529,Male,Hispanic,30 to 39,Butte County,9,12,13,0,6,40,159,0
70530,Male,Hispanic,30 to 39,Calaveras County,3,0,3,0,3,9,15,0
70531,Male,Hispanic,30 to 39,Colusa County,8,3,1,1,10,23,91,0
70532,Male,Hispanic,30 to 39,Contra Costa County,133,121,160,5,70,489,923,0
70533,Male,Hispanic,30 to 39,Del Norte County,2,1,2,0,4,9,9,0
70534,Male,Hispanic,30 to 39,El Dorado County,13,7,4,3,14,41,72,0
70535,Male,Hispanic,30 to 39,Fresno County,489,252,376,28,302,1447,3135,0
70536,Male,Hispanic,30 to 39,Glenn County,4,0,1,1,3,9,74,0
70537,Male,Hispanic,30 to 39,Humboldt County,5,4,7,1,3,20,62,0
70538,Male,Hispanic,30 to 39,Imperial County,104,95,114,3,50,366,813,0
70539,Male,Hispanic,30 to 39,Inyo County,4,1,3,0,0,8,29,0
70540,Male,Hispanic,30 to 39,Kern County,378,246,323,17,218,1182,2485,0
70541,Male,Hispanic,30 to 39,Kings County,34,18,34,4,39,129,532,0
70542,Male,Hispanic,30 to 39,Lake County,8,6,7,0,4,25,53,0
70543,Male,Hispanic,30 to 39,Lassen County,1,1,0,0,1,3,9,0
70544,Male,Hispanic,30 to 39,Los Angeles County,3483,2425,3373,226,1893,11400,21699,0
70545,Male,Hispanic,30 to 39,Madera County,51,24,20,5,44,144,402,0
70546,Male,Hispanic,30 to 39,Marin County,28,9,13,3,4,57,232,0
70547,Male,Hispanic,30 to 39,Mariposa County,1,0,2,0,0,3,12,0
70548,Male,Hispanic,30 to 39,Mendocino County,16,4,12,4,11,47,112,0
70549,Male,Hispanic,30 to 39,Merced County,108,74,118,5,73,378,897,0
70550,Male,Hispanic,30 to 39,Modoc County,2,0,0,0,2,4,6,0
70551,Male,Hispanic,30 to 39,Mono County,2,2,2,0,5,11,21,0
70552,Male,Hispanic,30 to 39,Monterey County,172,87,110,13,95,477,1081,0
70553,Male,Hispanic,30 to 39,Napa County,27,19,22,1,28,97,324,0
70554,Male,Hispanic,30 to 39,Nevada County,3,0,3,0,1,7,30,0
70555,Male,Hispanic,30 to 39,Orange County,500,429,684,64,266,1943,4383,0
70556,Male,Hispanic,30 to 39,Placer County,13,20,21,2,26,82,161,0
70557,Male,Hispanic,30 to 39,Plumas County,2,1,2,1,4,10,15,0
70558,Male,Hispanic,30 to 39,Riverside County,495,390,552,53,325,1815,3213,0
70559,Male,Hispanic,30 to 39,Sacramento County,191,153,180,7,143,674,1206,0
70560,Male,Hispanic,30 to 39,San Benito County,22,10,19,3,12,66,163,0
70561,Male,Hispanic,30 to 39,San Bernardino County,728,625,852,53,411,2669,4307,0
70562,Male,Hispanic,30 to 39,San Diego County,496,338,433,42,276,1585,3744,0
70563,Male,Hispanic,30 to 39,San Francisco County,2,1,3,0,0,6,68,0
70564,Male,Hispanic,30 to 39,San Joaquin County,200,152,135,10,190,687,1580,0
70565,Male,Hispanic,30 to 39,San Luis Obispo County,37,21,30,9,19,116,439,0
70566,Male,Hispanic,30 to 39,San Mateo County,106,63,103,16,48,336,928,0
70567,Male,Hispanic,30 to 39,Santa Barbara County,137,62,89,11,53,352,1187,0
70568,Male,Hispanic,30 to 39,Santa Clara County,412,262,431,42,274,1421,2842,0
70569,Male,Hispanic,30 to 39,Santa Cruz County,53,53,61,3,43,213,553,0
70570,Male,Hispanic,30 to 39,Shasta County,10,0,1,2,3,16,58,0
70571,Male,Hispanic,30 to 39,Sierra County,0,0,0,0,0,0,1,0
70572,Male,Hispanic,30 to 39,Siskiyou County,3,4,4,0,3,14,49,0
70573,Male,Hispanic,30 to 39,Solano County,57,41,46,4,29,177,363,0
70574,Male,Hispanic,30 to 39,Sonoma County,90,43,90,9,44,276,730,0
70575,Male,Hispanic,30 to 39,Stanislaus County,160,130,183,6,149,628,1044,0
70576,Male,Hispanic,30 to 39,Sutter County,22,5,11,1,8,47,149,0
70577,Male,Hispanic,30 to 39,Tehama County,8,5,28,0,5,46,106,0
70578,Male,Hispanic,30 to 39,Trinity County,2,0,6,0,0,8,4,0
70579,Male,Hispanic,30 to 39,Tulare County,245,179,216,28,192,860,1783,0
70580,Male,Hispanic,30 to 39,Tuolumne County,2,4,3,1,5,15,35,0
70581,Male,Hispanic,30 to 39,Ventura County,240,144,205,12,195,796,2377,0
70582,Male,Hispanic,30 to 39,Yolo County,46,28,40,3,29,146,318,0
70583,Male,Hispanic,30 to 39,Yuba County,5,7,7,2,5,26,110,0
70584,Male,Hispanic,40 to 69,Alameda County,127,106,177,22,96,528,1589,0
70585,Male,Hispanic,40 to 69,Amador County,0,0,3,0,5,8,27,0
70586,Male,Hispanic,40 to 69,Butte County,5,4,7,0,7,23,154,0
70587,Male,Hispanic,40 to 69,Calaveras County,3,0,1,1,1,6,15,0
70588,Male,Hispanic,40 to 69,Colusa County,4,2,1,1,4,12,70,0
70589,Male,Hispanic,40 to 69,Contra Costa County,79,63,88,11,54,295,730,0
70590,Male,Hispanic,40 to 69,Del Norte County,1,1,0,0,2,4,14,0
70591,Male,Hispanic,40 to 69,El Dorado County,6,2,2,1,12,23,66,0
70592,Male,Hispanic,40 to 69,Fresno County,315,146,312,45,238,1056,3022,0
70593,Male,Hispanic,40 to 69,Glenn County,7,1,2,0,6,16,94,0
70594,Male,Hispanic,40 to 69,Humboldt County,6,3,4,2,3,18,68,0
70595,Male,Hispanic,40 to 69,Imperial County,68,66,120,8,37,299,968,0
70596,Male,Hispanic,40 to 69,Inyo County,1,0,4,0,0,5,28,0
70597,Male,Hispanic,40 to 69,Kern County,271,134,202,23,142,772,2437,0
70598,Male,Hispanic,40 to 69,Kings County,24,11,29,5,30,99,455,0
70599,Male,Hispanic,40 to 69,Lake County,7,1,9,0,7,24,48,0
70600,Male,Hispanic,40 to 69,Lassen County,0,1,1,0,3,5,22,0
70601,Male,Hispanic,40 to 69,Los Angeles County,2332,1595,2410,362,1308,8007,22510,0
70602,Male,Hispanic,40 to 69,Madera County,35,17,20,5,23,100,326,0
70603,Male,Hispanic,40 to 69,Marin County,15,7,5,2,6,35,147,0
70604,Male,Hispanic,40 to 69,Mariposa County,2,1,4,0,1,8,9,0
70605,Male,Hispanic,40 to 69,Mendocino County,12,4,9,0,9,34,100,0
70606,Male,Hispanic,40 to 69,Merced County,62,48,89,12,66,277,886,0
70607,Male,Hispanic,40 to 69,Modoc County,1,0,0,0,1,2,3,0
70608,Male,Hispanic,40 to 69,Mono County,2,3,1,0,0,6,17,0
70609,Male,Hispanic,40 to 69,Monterey County,89,56,67,18,55,285,858,0
70610,Male,Hispanic,40 to 69,Napa County,19,8,20,1,7,55,245,0
70611,Male,Hispanic,40 to 69,Nevada County,1,2,1,2,1,7,29,0
70612,Male,Hispanic,40 to 69,Orange County,309,211,388,67,148,1123,3744,0
70613,Male,Hispanic,40 to 69,Placer County,15,16,15,5,17,68,111,0
70614,Male,Hispanic,40 to 69,Plumas County,0,0,1,0,1,2,4,0
70615,Male,Hispanic,40 to 69,Riverside County,326,223,400,65,254,1268,3089,0
70616,Male,Hispanic,40 to 69,Sacramento County,134,107,136,27,115,519,1006,0
70617,Male,Hispanic,40 to 69,San Benito County,11,7,4,3,17,42,143,0
70618,Male,Hispanic,40 to 69,San Bernardino County,477,453,607,69,293,1899,3924,0
70619,Male,Hispanic,40 to 69,San Diego County,406,248,419,58,202,1333,3756,0
70620,Male,Hispanic,40 to 69,San Francisco County,0,0,1,0,3,4,56,0
70621,Male,Hispanic,40 to 69,San Joaquin County,143,88,103,16,112,462,1400,0
70622,Male,Hispanic,40 to 69,San Luis Obispo County,22,14,12,4,9,61,371,0
70623,Male,Hispanic,40 to 69,San Mateo County,73,39,55,7,35,209,641,0
70624,Male,Hispanic,40 to 69,Santa Barbara County,81,46,74,7,52,260,1422,0
70625,Male,Hispanic,40 to 69,Santa Clara County,293,214,307,64,189,1067,2710,0
70626,Male,Hispanic,40 to 69,Santa Cruz County,23,9,32,4,16,84,476,0
70627,Male,Hispanic,40 to 69,Shasta County,8,1,2,0,2,13,62,0
70628,Male,Hispanic,40 to 69,Sierra County,0,0,0,0,0,0,2,0
70629,Male,Hispanic,40 to 69,Siskiyou County,4,0,2,0,4,10,41,0
70630,Male,Hispanic,40 to 69,Solano County,45,13,40,3,15,116,322,0
70631,Male,Hispanic,40 to 69,Sonoma County,44,20,52,6,22,144,614,0
70632,Male,Hispanic,40 to 69,Stanislaus County,102,101,145,9,108,465,827,0
70633,Male,Hispanic,40 to 69,Sutter County,15,6,2,0,4,27,103,0
70634,Male,Hispanic,40 to 69,Tehama County,3,3,14,1,4,25,102,0
70635,Male,Hispanic,40 to 69,Trinity County,2,0,2,0,1,5,5,0
70636,Male,Hispanic,40 to 69,Tulare County,163,104,209,19,131,626,1708,0
70637,Male,Hispanic,40 to 69,Tuolumne County,1,0,6,0,3,10,31,0
70638,Male,Hispanic,40 to 69,Ventura County,146,111,169,13,145,584,2241,0
70639,Male,Hispanic,40 to 69,Yolo County,34,17,26,4,28,109,313,0
70640,Male,Hispanic,40 to 69,Yuba County,7,3,7,5,4,26,96,0
70641,Male,Hispanic,70 and over,Alameda County,3,0,1,0,0,4,7,0
70642,Male,Hispanic,70 and over,Butte County,0,0,0,0,0,0,3,0
70643,Male,Hispanic,70 and over,Calaveras County,0,0,0,1,0,1,1,0
70644,Male,Hispanic,70 and over,Contra Costa County,1,1,1,0,0,3,2,0
70645,Male,Hispanic,70 and over,El Dorado County,0,0,0,1,0,1,0,0
70646,Male,Hispanic,70 and over,Fresno County,3,0,2,2,1,8,45,0
70647,Male,Hispanic,70 and over,Glenn County,0,0,0,0,0,0,2,0
70648,Male,Hispanic,70 and over,Humboldt County,0,0,0,0,0,0,1,0
70649,Male,Hispanic,70 and over,Imperial County,1,0,0,0,2,3,18,0
70650,Male,Hispanic,70 and over,Kern County,0,0,2,1,2,5,16,0
70651,Male,Hispanic,70 and over,Kings County,0,0,0,0,1,1,4,0
70652,Male,Hispanic,70 and over,Los Angeles County,22,8,3,9,6,48,290,0
70653,Male,Hispanic,70 and over,Madera County,0,0,0,1,0,1,5,0
70654,Male,Hispanic,70 and over,Marin County,0,0,0,0,0,0,2,0
70655,Male,Hispanic,70 and over,Mariposa County,1,0,0,0,0,1,0,0
70656,Male,Hispanic,70 and over,Mendocino County,1,0,0,0,0,1,0,0
70657,Male,Hispanic,70 and over,Merced County,1,0,1,0,0,2,12,0
70658,Male,Hispanic,70 and over,Monterey County,0,0,0,0,0,0,15,0
70659,Male,Hispanic,70 and over,Napa County,0,0,0,0,0,0,1,0
70660,Male,Hispanic,70 and over,Orange County,8,0,0,3,1,12,47,0
70661,Male,Hispanic,70 and over,Placer County,0,0,0,0,0,0,2,0
70662,Male,Hispanic,70 and over,Riverside County,5,3,0,2,4,14,44,0
70663,Male,Hispanic,70 and over,Sacramento County,1,0,1,0,1,3,14,0
70664,Male,Hispanic,70 and over,San Benito County,0,0,0,0,0,0,6,0
70665,Male,Hispanic,70 and over,San Bernardino County,5,1,4,0,2,12,33,0
70666,Male,Hispanic,70 and over,San Diego County,4,2,0,0,2,8,52,0
70667,Male,Hispanic,70 and over,San Joaquin County,0,0,0,0,1,1,15,0
70668,Male,Hispanic,70 and over,San Luis Obispo County,0,0,0,0,0,0,3,0
70669,Male,Hispanic,70 and over,San Mateo County,2,0,1,0,1,4,3,0
70670,Male,Hispanic,70 and over,Santa Barbara County,0,1,0,0,0,1,35,0
70671,Male,Hispanic,70 and over,Santa Clara County,3,1,2,5,2,13,26,0
70672,Male,Hispanic,70 and over,Santa Cruz County,0,1,0,0,0,1,11,0
70673,Male,Hispanic,70 and over,Solano County,1,0,0,0,0,1,3,0
70674,Male,Hispanic,70 and over,Sonoma County,2,0,0,0,0,2,6,0
70675,Male,Hispanic,70 and over,Stanislaus County,2,0,1,0,1,4,15,0
70676,Male,Hispanic,70 and over,Sutter County,0,0,0,1,0,1,3,0
70677,Male,Hispanic,70 and over,Tehama County,0,0,0,0,0,0,1,0
70678,Male,Hispanic,70 and over,Tulare County,4,2,2,1,2,11,24,0
70679,Male,Hispanic,70 and over,Ventura County,0,0,0,4,0,4,30,0
70680,Male,Hispanic,70 and over,Yolo County,1,1,0,0,1,3,6,0
70681,Male,Hispanic,70 and over,Yuba County,0,0,0,0,0,0,1,0
70682,Male,Other,Under 18,Alameda County,45,86,36,2,38,207,238,25
70683,Male,Other,Under 18,Alpine County,0,0,0,0,0,0,1,0
70684,Male,Other,Under 18,Amador County,1,1,0,0,0,2,3,0
70685,Male,Other,Under 18,Butte County,4,4,0,1,2,11,26,0
70686,Male,Other,Under 18,Calaveras County,1,0,0,1,1,3,3,0
70687,Male,Other,Under 18,Contra Costa County,33,31,10,1,10,85,95,2
70688,Male,Other,Under 18,Del Norte County,0,1,1,0,0,2,7,0
70689,Male,Other,Under 18,El Dorado County,0,3,0,0,0,3,9,1
70690,Male,Other,Under 18,Fresno County,10,66,17,1,20,114,170,14
70691,Male,Other,Under 18,Glenn County,1,0,2,0,1,4,4,0
70692,Male,Other,Under 18,Humboldt County,4,6,1,0,1,12,42,15
70693,Male,Other,Under 18,Imperial County,0,0,1,0,1,2,11,0
70694,Male,Other,Under 18,Inyo County,0,2,0,0,0,2,9,0
70695,Male,Other,Under 18,Kern County,6,14,0,0,15,35,159,64
70696,Male,Other,Under 18,Kings County,1,0,1,0,4,6,14,4
70697,Male,Other,Under 18,Lake County,3,7,2,0,2,14,20,0
70698,Male,Other,Under 18,Lassen County,0,1,0,0,0,1,5,1
70699,Male,Other,Under 18,Los Angeles County,95,243,80,14,114,546,896,327
70700,Male,Other,Under 18,Madera County,0,2,0,0,1,3,6,0
70701,Male,Other,Under 18,Marin County,0,3,2,0,3,8,27,2
70702,Male,Other,Under 18,Mariposa County,0,0,0,0,0,0,2,0
70703,Male,Other,Under 18,Mendocino County,3,3,2,0,4,12,27,2
70704,Male,Other,Under 18,Merced County,12,12,4,0,10,38,40,19
70705,Male,Other,Under 18,Modoc County,0,2,0,0,0,2,0,0
70706,Male,Other,Under 18,Mono County,0,0,0,0,0,0,2,0
70707,Male,Other,Under 18,Monterey County,1,11,3,0,2,17,47,4
70708,Male,Other,Under 18,Napa County,1,10,0,0,1,12,8,0
70709,Male,Other,Under 18,Nevada County,0,0,1,0,0,1,11,0
70710,Male,Other,Under 18,Orange County,57,91,42,8,56,254,470,46
70711,Male,Other,Under 18,Placer County,4,9,3,0,1,17,33,7
70712,Male,Other,Under 18,Plumas County,0,0,0,0,0,0,5,0
70713,Male,Other,Under 18,Riverside County,14,32,6,1,18,71,99,48
70714,Male,Other,Under 18,Sacramento County,40,71,23,3,26,163,177,21
70715,Male,Other,Under 18,San Benito County,0,1,1,0,0,2,4,1
70716,Male,Other,Under 18,San Bernardino County,33,61,15,2,19,130,325,18
70717,Male,Other,Under 18,San Diego County,61,78,17,10,49,215,355,186
70718,Male,Other,Under 18,San Francisco County,107,27,32,2,67,235,229,1
70719,Male,Other,Under 18,San Joaquin County,29,51,10,0,26,116,202,2
70720,Male,Other,Under 18,San Luis Obispo County,0,0,0,0,0,0,9,0
70721,Male,Other,Under 18,San Mateo County,28,41,20,1,26,116,170,31
70722,Male,Other,Under 18,Santa Barbara County,1,5,0,0,2,8,49,5
70723,Male,Other,Under 18,Santa Clara County,60,108,44,9,68,289,593,82
70724,Male,Other,Under 18,Santa Cruz County,0,4,0,0,2,6,17,0
70725,Male,Other,Under 18,Shasta County,5,3,1,0,2,11,36,14
70726,Male,Other,Under 18,Siskiyou County,1,2,0,0,2,5,13,1
70727,Male,Other,Under 18,Solano County,11,6,6,1,8,32,85,10
70728,Male,Other,Under 18,Sonoma County,6,11,2,0,7,26,78,3
70729,Male,Other,Under 18,Stanislaus County,13,26,3,1,5,48,89,0
70730,Male,Other,Under 18,Sutter County,2,6,0,0,0,8,8,6
70731,Male,Other,Under 18,Tehama County,1,0,0,0,0,1,4,0
70732,Male,Other,Under 18,Tulare County,8,8,1,0,5,22,35,4
70733,Male,Other,Under 18,Tuolumne County,0,1,0,0,0,1,2,1
70734,Male,Other,Under 18,Ventura County,3,5,1,0,5,14,66,5
70735,Male,Other,Under 18,Yolo County,2,5,1,0,1,9,27,0
70736,Male,Other,Under 18,Yuba County,0,1,0,0,0,1,8,0
70737,Male,Other,18 to 19,Alameda County,32,37,28,2,20,119,254,0
70738,Male,Other,18 to 19,Amador County,0,0,0,1,0,1,1,0
70739,Male,Other,18 to 19,Butte County,0,0,0,0,3,3,18,0
70740,Male,Other,18 to 19,Colusa County,0,0,0,0,0,0,2,0
70741,Male,Other,18 to 19,Contra Costa County,17,12,10,3,9,51,92,0
70742,Male,Other,18 to 19,Del Norte County,0,0,1,0,1,2,2,0
70743,Male,Other,18 to 19,El Dorado County,1,0,0,1,0,2,7,0
70744,Male,Other,18 to 19,Fresno County,15,27,7,1,20,70,110,0
70745,Male,Other,18 to 19,Glenn County,2,0,0,0,0,2,1,0
70746,Male,Other,18 to 19,Humboldt County,7,3,2,0,0,12,43,0
70747,Male,Other,18 to 19,Imperial County,2,2,0,0,0,4,13,0
70748,Male,Other,18 to 19,Inyo County,1,0,1,0,1,3,8,0
70749,Male,Other,18 to 19,Kern County,7,4,2,0,5,18,132,0
70750,Male,Other,18 to 19,Kings County,2,1,0,0,4,7,9,0
70751,Male,Other,18 to 19,Lake County,2,0,1,0,1,4,18,0
70752,Male,Other,18 to 19,Lassen County,0,0,0,0,0,0,2,0
70753,Male,Other,18 to 19,Los Angeles County,88,160,98,4,89,439,785,0
70754,Male,Other,18 to 19,Madera County,0,0,0,0,0,0,6,0
70755,Male,Other,18 to 19,Marin County,1,7,0,0,0,8,14,0
70756,Male,Other,18 to 19,Mendocino County,2,4,1,0,9,16,22,0
70757,Male,Other,18 to 19,Merced County,6,4,7,2,1,20,21,0
70758,Male,Other,18 to 19,Modoc County,0,0,0,0,1,1,2,0
70759,Male,Other,18 to 19,Mono County,0,0,0,0,0,0,2,0
70760,Male,Other,18 to 19,Monterey County,3,4,4,1,1,13,32,0
70761,Male,Other,18 to 19,Napa County,0,0,0,0,0,0,1,0
70762,Male,Other,18 to 19,Nevada County,0,0,0,0,0,0,3,0
70763,Male,Other,18 to 19,Orange County,45,58,56,1,19,179,457,0
