,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
92753,Male,Hispanic,18 to 19,Kern County,80,48,21,5,90,244,384,0
92754,Male,Hispanic,18 to 19,Kings County,21,7,2,1,17,48,85,0
92755,Male,Hispanic,18 to 19,Lake County,2,0,5,0,0,7,7,0
92756,Male,Hispanic,18 to 19,Lassen County,0,0,0,0,0,0,2,0
92757,Male,Hispanic,18 to 19,Los Angeles County,714,469,119,29,603,1934,2482,0
92758,Male,Hispanic,18 to 19,Madera County,16,4,4,0,15,39,118,0
92759,Male,Hispanic,18 to 19,Marin County,12,5,4,1,8,30,72,0
92760,Male,Hispanic,18 to 19,Mariposa County,0,0,0,0,1,1,0,0
92761,Male,Hispanic,18 to 19,Mendocino County,4,2,1,1,8,16,32,0
92762,Male,Hispanic,18 to 19,Merced County,34,15,3,1,47,100,129,0
92763,Male,Hispanic,18 to 19,Modoc County,0,0,0,0,0,0,1,0
92764,Male,Hispanic,18 to 19,Mono County,0,0,0,0,0,0,1,0
92765,Male,Hispanic,18 to 19,Monterey County,53,26,11,5,35,130,244,0
92766,Male,Hispanic,18 to 19,Napa County,10,4,4,0,14,32,44,0
92767,Male,Hispanic,18 to 19,Nevada County,3,0,0,0,0,3,4,0
92768,Male,Hispanic,18 to 19,Orange County,164,103,27,10,192,496,1055,0
92769,Male,Hispanic,18 to 19,Placer County,4,1,4,2,5,16,23,0
92770,Male,Hispanic,18 to 19,Plumas County,0,0,0,0,0,0,2,0
92771,Male,Hispanic,18 to 19,Riverside County,121,93,26,3,105,348,470,0
92772,Male,Hispanic,18 to 19,Sacramento County,36,21,20,2,68,147,125,0
92773,Male,Hispanic,18 to 19,San Benito County,1,0,2,0,6,9,30,0
92774,Male,Hispanic,18 to 19,San Bernardino County,174,119,39,10,88,430,630,0
92775,Male,Hispanic,18 to 19,San Diego County,128,71,20,0,124,343,534,0
92776,Male,Hispanic,18 to 19,San Francisco County,0,0,3,0,0,3,9,0
92777,Male,Hispanic,18 to 19,San Joaquin County,55,26,19,2,51,153,174,0
92778,Male,Hispanic,18 to 19,San Luis Obispo County,11,7,2,0,9,29,71,0
92779,Male,Hispanic,18 to 19,San Mateo County,28,20,5,3,30,86,194,0
92780,Male,Hispanic,18 to 19,Santa Barbara County,41,25,9,4,30,109,313,0
92781,Male,Hispanic,18 to 19,Santa Clara County,117,82,19,4,63,285,366,0
92782,Male,Hispanic,18 to 19,Santa Cruz County,17,14,3,2,30,66,114,0
92783,Male,Hispanic,18 to 19,Shasta County,1,0,3,0,2,6,4,0
92784,Male,Hispanic,18 to 19,Siskiyou County,0,0,0,0,0,0,5,0
92785,Male,Hispanic,18 to 19,Solano County,12,8,8,1,15,44,85,0
92786,Male,Hispanic,18 to 19,Sonoma County,25,14,4,0,12,55,114,0
92787,Male,Hispanic,18 to 19,Stanislaus County,44,16,11,5,34,110,150,0
92788,Male,Hispanic,18 to 19,Sutter County,10,3,4,0,5,22,25,0
92789,Male,Hispanic,18 to 19,Tehama County,0,0,0,0,0,0,11,0
92790,Male,Hispanic,18 to 19,Trinity County,0,0,1,0,1,2,0,0
92791,Male,Hispanic,18 to 19,Tulare County,79,43,10,7,63,202,270,0
92792,Male,Hispanic,18 to 19,Tuolumne County,1,2,0,0,0,3,2,0
92793,Male,Hispanic,18 to 19,Ventura County,60,34,10,4,55,163,353,0
92794,Male,Hispanic,18 to 19,Yolo County,12,1,3,1,11,28,43,0
92795,Male,Hispanic,18 to 19,Yuba County,8,0,0,0,1,9,17,0
92796,Male,Hispanic,20 to 29,Alameda County,310,210,100,10,247,877,2504,0
92797,Male,Hispanic,20 to 29,Alpine County,0,0,0,0,0,0,1,0
92798,Male,Hispanic,20 to 29,Amador County,1,2,1,0,3,7,30,0
92799,Male,Hispanic,20 to 29,Butte County,28,12,12,1,29,82,319,0
92800,Male,Hispanic,20 to 29,Calaveras County,5,1,1,0,4,11,29,0
92801,Male,Hispanic,20 to 29,Colusa County,11,6,1,0,13,31,94,0
92802,Male,Hispanic,20 to 29,Contra Costa County,223,193,64,12,237,729,1328,0
92803,Male,Hispanic,20 to 29,Del Norte County,3,2,0,0,2,7,25,0
92804,Male,Hispanic,20 to 29,El Dorado County,15,11,5,0,17,48,115,0
92805,Male,Hispanic,20 to 29,Fresno County,781,284,103,31,587,1786,4117,0
92806,Male,Hispanic,20 to 29,Glenn County,9,4,3,0,9,25,80,0
92807,Male,Hispanic,20 to 29,Humboldt County,11,4,4,0,10,29,127,0
92808,Male,Hispanic,20 to 29,Imperial County,84,57,24,4,64,233,981,0
92809,Male,Hispanic,20 to 29,Inyo County,4,1,0,0,3,8,32,0
92810,Male,Hispanic,20 to 29,Kern County,580,412,111,10,524,1637,3482,0
92811,Male,Hispanic,20 to 29,Kings County,123,51,16,4,123,317,768,0
92812,Male,Hispanic,20 to 29,Lake County,21,1,18,0,12,52,132,0
92813,Male,Hispanic,20 to 29,Lassen County,3,1,0,1,3,8,11,0
92814,Male,Hispanic,20 to 29,Los Angeles County,4625,3516,987,125,3697,12950,28409,0
92815,Male,Hispanic,20 to 29,Madera County,119,29,34,7,105,294,844,0
92816,Male,Hispanic,20 to 29,Marin County,56,23,8,4,26,117,452,0
92817,Male,Hispanic,20 to 29,Mariposa County,0,0,0,0,2,2,15,0
92818,Male,Hispanic,20 to 29,Mendocino County,31,9,9,0,30,79,200,0
92819,Male,Hispanic,20 to 29,Merced County,178,68,29,9,196,480,1163,0
92820,Male,Hispanic,20 to 29,Modoc County,1,1,0,0,3,5,3,0
92821,Male,Hispanic,20 to 29,Mono County,6,3,2,0,0,11,20,0
92822,Male,Hispanic,20 to 29,Monterey County,299,155,63,14,235,766,1820,0
92823,Male,Hispanic,20 to 29,Napa County,38,12,10,0,64,124,427,0
92824,Male,Hispanic,20 to 29,Nevada County,3,0,3,0,6,12,48,0
92825,Male,Hispanic,20 to 29,Orange County,1024,801,272,57,922,3076,9276,0
92826,Male,Hispanic,20 to 29,Placer County,38,10,10,4,33,95,232,0
92827,Male,Hispanic,20 to 29,Plumas County,0,0,0,0,0,0,7,0
92828,Male,Hispanic,20 to 29,Riverside County,824,672,228,24,668,2416,4817,0
92829,Male,Hispanic,20 to 29,Sacramento County,284,164,86,4,283,821,1133,0
92830,Male,Hispanic,20 to 29,San Benito County,41,7,6,4,32,90,245,0
92831,Male,Hispanic,20 to 29,San Bernardino County,1266,1137,413,44,855,3715,7144,0
92832,Male,Hispanic,20 to 29,San Diego County,992,490,230,8,900,2620,5868,0
92833,Male,Hispanic,20 to 29,San Francisco County,2,7,3,0,7,19,135,0
92834,Male,Hispanic,20 to 29,San Joaquin County,342,106,69,13,263,793,1378,0
92835,Male,Hispanic,20 to 29,San Luis Obispo County,54,25,11,2,42,134,768,0
92836,Male,Hispanic,20 to 29,San Mateo County,179,106,34,10,115,444,1714,0
92837,Male,Hispanic,20 to 29,Santa Barbara County,228,110,72,12,137,559,1773,0
92838,Male,Hispanic,20 to 29,Santa Clara County,588,338,130,33,407,1496,3506,0
92839,Male,Hispanic,20 to 29,Santa Cruz County,93,52,17,3,104,269,812,0
92840,Male,Hispanic,20 to 29,Shasta County,7,6,1,0,12,26,92,0
92841,Male,Hispanic,20 to 29,Sierra County,0,0,0,0,0,0,0,0
92842,Male,Hispanic,20 to 29,Siskiyou County,8,2,2,0,3,15,26,0
92843,Male,Hispanic,20 to 29,Solano County,98,39,36,6,76,255,583,0
92844,Male,Hispanic,20 to 29,Sonoma County,145,42,31,8,96,322,1052,0
92845,Male,Hispanic,20 to 29,Stanislaus County,279,106,73,14,252,724,1407,0
92846,Male,Hispanic,20 to 29,Sutter County,31,12,9,3,37,92,271,0
92847,Male,Hispanic,20 to 29,Tehama County,11,4,2,2,11,30,125,0
92848,Male,Hispanic,20 to 29,Trinity County,2,0,4,0,7,13,5,0
92849,Male,Hispanic,20 to 29,Tulare County,508,235,148,20,358,1269,2470,0
92850,Male,Hispanic,20 to 29,Tuolumne County,8,4,2,0,11,25,55,0
92851,Male,Hispanic,20 to 29,Ventura County,318,249,129,7,464,1167,3981,0
92852,Male,Hispanic,20 to 29,Yolo County,64,33,12,1,49,159,391,0
92853,Male,Hispanic,20 to 29,Yuba County,25,10,7,2,22,66,107,0
92854,Male,Hispanic,30 to 39,Alameda County,192,164,68,14,157,595,1950,0
92855,Male,Hispanic,30 to 39,Alpine County,0,0,0,0,0,0,1,0
92856,Male,Hispanic,30 to 39,Amador County,0,0,0,1,2,3,13,0
92857,Male,Hispanic,30 to 39,Butte County,25,10,12,0,18,65,268,0
92858,Male,Hispanic,30 to 39,Calaveras County,2,1,0,0,3,6,11,0
92859,Male,Hispanic,30 to 39,Colusa County,10,2,0,1,7,20,79,0
92860,Male,Hispanic,30 to 39,Contra Costa County,166,152,70,15,136,539,1042,0
92861,Male,Hispanic,30 to 39,Del Norte County,3,0,2,0,0,5,12,0
92862,Male,Hispanic,30 to 39,El Dorado County,10,8,3,1,14,36,86,0
92863,Male,Hispanic,30 to 39,Fresno County,616,277,96,29,430,1448,3806,0
92864,Male,Hispanic,30 to 39,Glenn County,8,1,3,0,11,23,42,0
92865,Male,Hispanic,30 to 39,Humboldt County,6,6,4,1,9,26,117,0
92866,Male,Hispanic,30 to 39,Imperial County,77,65,27,8,70,247,797,0
92867,Male,Hispanic,30 to 39,Inyo County,8,0,0,0,7,15,20,0
92868,Male,Hispanic,30 to 39,Kern County,362,280,109,14,358,1123,2613,0
92869,Male,Hispanic,30 to 39,Kings County,80,30,10,4,99,223,772,0
92870,Male,Hispanic,30 to 39,Lake County,17,6,15,0,18,56,104,0
92871,Male,Hispanic,30 to 39,Lassen County,2,2,0,0,3,7,14,0
92872,Male,Hispanic,30 to 39,Los Angeles County,3190,2248,916,148,2344,8846,21014,0
92873,Male,Hispanic,30 to 39,Madera County,81,21,25,5,78,210,608,0
92874,Male,Hispanic,30 to 39,Marin County,34,17,5,5,17,78,316,0
92875,Male,Hispanic,30 to 39,Mariposa County,1,1,0,0,2,4,12,0
92876,Male,Hispanic,30 to 39,Mendocino County,27,7,7,0,12,53,139,0
92877,Male,Hispanic,30 to 39,Merced County,139,58,28,14,118,357,905,0
92878,Male,Hispanic,30 to 39,Modoc County,1,0,1,0,2,4,3,0
92879,Male,Hispanic,30 to 39,Mono County,2,2,1,0,1,6,13,0
92880,Male,Hispanic,30 to 39,Monterey County,188,125,40,9,142,504,1299,0
92881,Male,Hispanic,30 to 39,Napa County,33,15,5,3,37,93,245,0
92882,Male,Hispanic,30 to 39,Nevada County,8,0,0,0,4,12,32,0
92883,Male,Hispanic,30 to 39,Orange County,622,527,212,51,481,1893,6151,0
92884,Male,Hispanic,30 to 39,Placer County,32,21,13,1,28,95,205,0
92885,Male,Hispanic,30 to 39,Plumas County,0,2,0,0,2,4,6,0
92886,Male,Hispanic,30 to 39,Riverside County,650,431,191,15,466,1753,3439,0
92887,Male,Hispanic,30 to 39,Sacramento County,225,146,57,12,184,624,971,0
92888,Male,Hispanic,30 to 39,San Benito County,34,7,12,1,24,78,190,0
92889,Male,Hispanic,30 to 39,San Bernardino County,1006,788,378,40,555,2767,5559,0
92890,Male,Hispanic,30 to 39,San Diego County,664,327,175,28,537,1731,4009,0
92891,Male,Hispanic,30 to 39,San Francisco County,3,4,3,0,4,14,102,0
92892,Male,Hispanic,30 to 39,San Joaquin County,259,108,55,15,182,619,1199,0
92893,Male,Hispanic,30 to 39,San Luis Obispo County,34,18,5,2,24,83,508,0
92894,Male,Hispanic,30 to 39,San Mateo County,128,51,16,9,67,271,1247,0
92895,Male,Hispanic,30 to 39,Santa Barbara County,124,70,50,4,101,349,1208,0
92896,Male,Hispanic,30 to 39,Santa Clara County,493,293,103,33,322,1244,3116,0
92897,Male,Hispanic,30 to 39,Santa Cruz County,85,53,23,6,85,252,686,0
92898,Male,Hispanic,30 to 39,Shasta County,8,5,7,1,16,37,108,0
92899,Male,Hispanic,30 to 39,Siskiyou County,5,0,4,0,7,16,26,0
92900,Male,Hispanic,30 to 39,Solano County,92,46,26,3,64,231,529,0
92901,Male,Hispanic,30 to 39,Sonoma County,120,54,20,8,64,266,815,0
92902,Male,Hispanic,30 to 39,Stanislaus County,258,111,87,11,213,680,1162,0
92903,Male,Hispanic,30 to 39,Sutter County,29,11,1,3,23,67,180,0
92904,Male,Hispanic,30 to 39,Tehama County,10,4,1,1,11,27,98,0
92905,Male,Hispanic,30 to 39,Trinity County,0,1,1,0,2,4,2,0
92906,Male,Hispanic,30 to 39,Tulare County,341,222,190,21,266,1040,2236,0
92907,Male,Hispanic,30 to 39,Tuolumne County,4,5,1,0,6,16,38,0
92908,Male,Hispanic,30 to 39,Ventura County,292,167,106,10,341,916,3248,0
92909,Male,Hispanic,30 to 39,Yolo County,36,21,7,6,41,111,328,0
92910,Male,Hispanic,30 to 39,Yuba County,13,6,10,1,21,51,90,0
92911,Male,Hispanic,40 to 69,Alameda County,171,121,58,21,97,468,1708,0
92912,Male,Hispanic,40 to 69,Amador County,1,0,0,0,3,4,16,0
92913,Male,Hispanic,40 to 69,Butte County,24,9,3,2,18,56,209,0
92914,Male,Hispanic,40 to 69,Calaveras County,3,0,1,0,3,7,24,0
92915,Male,Hispanic,40 to 69,Colusa County,7,4,0,0,8,19,70,0
92916,Male,Hispanic,40 to 69,Contra Costa County,146,60,46,15,98,365,834,0
92917,Male,Hispanic,40 to 69,Del Norte County,2,0,0,0,0,2,10,0
92918,Male,Hispanic,40 to 69,El Dorado County,4,4,0,2,7,17,54,0
92919,Male,Hispanic,40 to 69,Fresno County,383,141,76,44,322,966,4138,0
92920,Male,Hispanic,40 to 69,Glenn County,5,0,1,1,2,9,51,0
92921,Male,Hispanic,40 to 69,Humboldt County,4,2,3,2,4,15,49,0
92922,Male,Hispanic,40 to 69,Imperial County,68,35,33,6,39,181,804,0
92923,Male,Hispanic,40 to 69,Inyo County,4,0,0,0,2,6,20,0
92924,Male,Hispanic,40 to 69,Kern County,213,156,64,34,203,670,2039,0
92925,Male,Hispanic,40 to 69,Kings County,42,21,13,5,90,171,667,0
92926,Male,Hispanic,40 to 69,Lake County,12,4,17,0,6,39,96,0
92927,Male,Hispanic,40 to 69,Lassen County,1,1,0,0,1,3,15,0
92928,Male,Hispanic,40 to 69,Los Angeles County,2344,1267,740,217,1593,6161,19178,0
92929,Male,Hispanic,40 to 69,Madera County,49,9,14,4,47,123,647,0
92930,Male,Hispanic,40 to 69,Marin County,23,8,5,1,8,45,234,0
92931,Male,Hispanic,40 to 69,Mariposa County,0,5,2,0,0,7,4,0
92932,Male,Hispanic,40 to 69,Mendocino County,8,2,6,2,2,20,93,0
92933,Male,Hispanic,40 to 69,Merced County,102,33,15,9,69,228,948,0
92934,Male,Hispanic,40 to 69,Modoc County,2,0,2,0,0,4,7,0
92935,Male,Hispanic,40 to 69,Mono County,1,0,0,0,0,1,9,0
92936,Male,Hispanic,40 to 69,Monterey County,112,65,40,14,87,318,1191,0
92937,Male,Hispanic,40 to 69,Napa County,17,9,4,2,19,51,220,0
92938,Male,Hispanic,40 to 69,Nevada County,3,1,1,0,1,6,25,0
92939,Male,Hispanic,40 to 69,Orange County,388,204,141,55,316,1104,5199,0
92940,Male,Hispanic,40 to 69,Placer County,8,8,5,2,20,43,191,0
92941,Male,Hispanic,40 to 69,Plumas County,0,0,0,0,0,0,3,0
92942,Male,Hispanic,40 to 69,Riverside County,373,192,126,28,273,992,2961,0
92943,Male,Hispanic,40 to 69,Sacramento County,183,93,71,10,150,507,1056,0
92944,Male,Hispanic,40 to 69,San Benito County,32,3,13,6,16,70,186,0
92945,Male,Hispanic,40 to 69,San Bernardino County,602,378,274,63,376,1693,4724,0
92946,Male,Hispanic,40 to 69,San Diego County,412,176,154,30,426,1198,4033,0
92947,Male,Hispanic,40 to 69,San Francisco County,2,2,3,0,5,12,89,0
92948,Male,Hispanic,40 to 69,San Joaquin County,193,52,35,24,110,414,1063,0
92949,Male,Hispanic,40 to 69,San Luis Obispo County,41,5,3,0,28,77,484,0
92950,Male,Hispanic,40 to 69,San Mateo County,87,28,17,15,36,183,895,0
92951,Male,Hispanic,40 to 69,Santa Barbara County,99,36,57,6,75,273,1273,0
92952,Male,Hispanic,40 to 69,Santa Clara County,367,190,90,67,251,965,3074,0
92953,Male,Hispanic,40 to 69,Santa Cruz County,44,29,8,4,45,130,527,0
92954,Male,Hispanic,40 to 69,Shasta County,11,4,4,1,4,24,124,0
92955,Male,Hispanic,40 to 69,Sierra County,0,0,0,0,0,0,2,0
92956,Male,Hispanic,40 to 69,Siskiyou County,1,0,2,0,6,9,20,0
92957,Male,Hispanic,40 to 69,Solano County,49,13,22,11,34,129,448,0
92958,Male,Hispanic,40 to 69,Sonoma County,67,21,12,8,37,145,610,0
92959,Male,Hispanic,40 to 69,Stanislaus County,161,47,61,15,147,431,1095,0
92960,Male,Hispanic,40 to 69,Sutter County,22,7,4,7,9,49,196,0
92961,Male,Hispanic,40 to 69,Tehama County,3,4,0,0,3,10,48,0
92962,Male,Hispanic,40 to 69,Trinity County,0,0,2,0,1,3,3,0
92963,Male,Hispanic,40 to 69,Tulare County,240,114,150,19,177,700,1910,0
92964,Male,Hispanic,40 to 69,Tuolumne County,6,1,6,0,5,18,48,0
92965,Male,Hispanic,40 to 69,Ventura County,170,103,84,18,197,572,2837,0
92966,Male,Hispanic,40 to 69,Yolo County,39,17,14,2,40,112,350,0
92967,Male,Hispanic,40 to 69,Yuba County,18,1,10,1,10,40,78,0
92968,Male,Hispanic,70 and over,Alameda County,0,0,1,0,1,2,4,0
92969,Male,Hispanic,70 and over,Amador County,0,0,0,0,0,0,0,0
92970,Male,Hispanic,70 and over,Butte County,0,1,0,0,0,1,3,0
92971,Male,Hispanic,70 and over,Colusa County,0,0,0,0,0,0,1,0
92972,Male,Hispanic,70 and over,Contra Costa County,1,0,0,0,1,2,7,0
92973,Male,Hispanic,70 and over,El Dorado County,0,0,0,0,0,0,1,0
92974,Male,Hispanic,70 and over,Fresno County,3,0,2,4,1,10,62,0
92975,Male,Hispanic,70 and over,Glenn County,0,0,0,0,0,0,1,0
92976,Male,Hispanic,70 and over,Humboldt County,0,0,0,0,0,0,1,0
92977,Male,Hispanic,70 and over,Imperial County,0,0,0,0,1,1,5,0
92978,Male,Hispanic,70 and over,Inyo County,1,0,0,0,0,1,3,0
92979,Male,Hispanic,70 and over,Kern County,7,1,0,1,2,11,37,0
92980,Male,Hispanic,70 and over,Kings County,1,1,0,0,1,3,7,0
92981,Male,Hispanic,70 and over,Lake County,0,0,0,0,0,0,1,0
92982,Male,Hispanic,70 and over,Los Angeles County,40,0,11,14,8,73,210,0
92983,Male,Hispanic,70 and over,Madera County,0,1,0,1,0,2,12,0
92984,Male,Hispanic,70 and over,Marin County,0,0,0,0,0,0,1,0
92985,Male,Hispanic,70 and over,Merced County,4,1,0,2,2,9,21,0
92986,Male,Hispanic,70 and over,Modoc County,0,0,0,0,0,0,0,0
92987,Male,Hispanic,70 and over,Mono County,1,0,0,0,0,1,1,0
92988,Male,Hispanic,70 and over,Monterey County,1,0,0,1,1,3,20,0
92989,Male,Hispanic,70 and over,Napa County,0,0,1,0,0,1,3,0
92990,Male,Hispanic,70 and over,Orange County,0,0,0,6,5,11,41,0
92991,Male,Hispanic,70 and over,Placer County,0,0,0,0,0,0,0,0
92992,Male,Hispanic,70 and over,Riverside County,2,0,0,0,1,3,36,0
92993,Male,Hispanic,70 and over,Sacramento County,0,0,0,2,0,2,16,0
92994,Male,Hispanic,70 and over,San Benito County,0,0,0,0,0,0,1,0
92995,Male,Hispanic,70 and over,San Bernardino County,7,1,3,4,1,16,48,0
92996,Male,Hispanic,70 and over,San Diego County,9,0,0,0,4,13,78,0
92997,Male,Hispanic,70 and over,San Francisco County,0,0,0,0,0,0,3,0
92998,Male,Hispanic,70 and over,San Joaquin County,2,0,0,1,1,4,16,0
92999,Male,Hispanic,70 and over,San Luis Obispo County,0,0,0,2,0,2,5,0
93000,Male,Hispanic,70 and over,San Mateo County,1,0,0,0,0,1,9,0
93001,Male,Hispanic,70 and over,Santa Barbara County,2,0,0,2,0,4,19,0
93002,Male,Hispanic,70 and over,Santa Clara County,5,2,0,6,0,13,50,0
93003,Male,Hispanic,70 and over,Santa Cruz County,0,0,0,0,1,1,2,0
93004,Male,Hispanic,70 and over,Shasta County,0,0,0,0,0,0,1,0
93005,Male,Hispanic,70 and over,Solano County,0,0,0,0,0,0,2,0
93006,Male,Hispanic,70 and over,Sonoma County,0,0,0,1,0,1,4,0
93007,Male,Hispanic,70 and over,Stanislaus County,1,0,0,0,1,2,14,0
93008,Male,Hispanic,70 and over,Sutter County,0,0,0,0,0,0,1,0
93009,Male,Hispanic,70 and over,Tehama County,0,0,0,0,0,0,1,0
93010,Male,Hispanic,70 and over,Tulare County,1,2,2,2,1,8,29,0
93011,Male,Hispanic,70 and over,Tuolumne County,0,0,0,0,2,2,0,0
93012,Male,Hispanic,70 and over,Ventura County,1,2,0,1,1,5,14,0
93013,Male,Hispanic,70 and over,Yolo County,0,0,0,0,0,0,7,0
93014,Male,Hispanic,70 and over,Yuba County,0,0,0,0,0,0,1,0
93015,Male,Other,Under 18,Alameda County,19,11,3,1,6,40,38,4
93016,Male,Other,Under 18,Amador County,0,1,0,0,0,1,1,0
93017,Male,Other,Under 18,Butte County,4,1,0,0,1,6,6,0
93018,Male,Other,Under 18,Calaveras County,0,0,0,0,0,0,5,0
93019,Male,Other,Under 18,Colusa County,0,0,0,0,0,0,1,0
93020,Male,Other,Under 18,Contra Costa County,6,2,0,0,5,13,28,0
93021,Male,Other,Under 18,Del Norte County,0,0,0,0,2,2,6,0
93022,Male,Other,Under 18,El Dorado County,1,0,0,0,0,1,11,0
93023,Male,Other,Under 18,Fresno County,9,5,0,0,8,22,55,0
93024,Male,Other,Under 18,Glenn County,0,0,0,0,0,0,2,0
93025,Male,Other,Under 18,Humboldt County,1,1,0,0,3,5,8,2
93026,Male,Other,Under 18,Imperial County,1,1,0,0,2,4,6,0
93027,Male,Other,Under 18,Inyo County,0,0,1,0,2,3,7,0
93028,Male,Other,Under 18,Kern County,2,2,0,0,1,5,59,5
93029,Male,Other,Under 18,Kings County,2,0,0,0,0,2,14,0
93030,Male,Other,Under 18,Lake County,0,1,0,0,0,1,2,0
93031,Male,Other,Under 18,Lassen County,0,1,0,0,0,1,3,0
93032,Male,Other,Under 18,Los Angeles County,50,13,1,6,12,82,119,16
93033,Male,Other,Under 18,Madera County,0,0,0,0,2,2,2,0
93034,Male,Other,Under 18,Marin County,2,3,0,0,1,6,16,0
93035,Male,Other,Under 18,Mendocino County,1,0,1,0,2,4,6,0
93036,Male,Other,Under 18,Merced County,1,1,0,0,0,2,10,6
93037,Male,Other,Under 18,Modoc County,1,0,0,0,0,1,0,0
93038,Male,Other,Under 18,Monterey County,0,2,0,0,0,2,6,2
93039,Male,Other,Under 18,Napa County,3,0,0,0,0,3,4,0
93040,Male,Other,Under 18,Nevada County,0,0,0,0,1,1,1,0
93041,Male,Other,Under 18,Orange County,27,15,3,4,6,55,80,8
93042,Male,Other,Under 18,Placer County,1,0,0,1,1,3,3,0
93043,Male,Other,Under 18,Plumas County,0,1,0,0,0,1,0,0
93044,Male,Other,Under 18,Riverside County,4,4,1,0,3,12,36,2
93045,Male,Other,Under 18,Sacramento County,16,8,0,2,5,31,34,2
93046,Male,Other,Under 18,San Benito County,0,0,0,0,0,0,2,0
93047,Male,Other,Under 18,San Bernardino County,14,9,0,3,8,34,41,22
93048,Male,Other,Under 18,San Diego County,35,23,2,2,20,82,87,8
93049,Male,Other,Under 18,San Francisco County,7,1,2,0,122,132,98,0
93050,Male,Other,Under 18,San Joaquin County,20,11,2,0,9,42,50,1
93051,Male,Other,Under 18,San Luis Obispo County,4,2,0,0,1,7,17,1
93052,Male,Other,Under 18,San Mateo County,22,18,0,1,11,52,60,0
93053,Male,Other,Under 18,Santa Barbara County,2,0,0,0,0,2,25,0
93054,Male,Other,Under 18,Santa Clara County,33,38,4,4,7,86,80,7
93055,Male,Other,Under 18,Santa Cruz County,1,0,1,0,0,2,6,0
93056,Male,Other,Under 18,Shasta County,1,0,0,0,1,2,1,3
93057,Male,Other,Under 18,Siskiyou County,0,0,0,0,0,0,2,0
93058,Male,Other,Under 18,Solano County,6,4,0,0,4,14,38,1
93059,Male,Other,Under 18,Sonoma County,2,7,1,0,4,14,24,0
93060,Male,Other,Under 18,Stanislaus County,7,5,3,1,1,17,7,0
93061,Male,Other,Under 18,Sutter County,0,1,0,0,0,1,6,0
93062,Male,Other,Under 18,Tehama County,0,0,0,0,0,0,4,0
93063,Male,Other,Under 18,Tulare County,3,2,0,0,3,8,12,11
93064,Male,Other,Under 18,Tuolumne County,1,1,0,0,1,3,0,0
93065,Male,Other,Under 18,Ventura County,2,2,1,0,1,6,17,0
93066,Male,Other,Under 18,Yolo County,2,0,1,0,1,4,6,0
93067,Male,Other,Under 18,Yuba County,2,0,0,0,0,2,1,0
93068,Male,Other,18 to 19,Alameda County,18,8,2,0,6,34,86,0
93069,Male,Other,18 to 19,Alpine County,0,0,0,0,0,0,1,0
93070,Male,Other,18 to 19,Amador County,0,0,0,0,0,0,1,0
93071,Male,Other,18 to 19,Butte County,0,0,0,0,1,1,18,0
93072,Male,Other,18 to 19,Calaveras County,0,0,0,0,0,0,1,0
93073,Male,Other,18 to 19,Colusa County,0,0,0,0,0,0,2,0
93074,Male,Other,18 to 19,Contra Costa County,4,2,2,0,3,11,33,0
93075,Male,Other,18 to 19,Del Norte County,3,0,1,0,0,4,4,0
93076,Male,Other,18 to 19,El Dorado County,0,1,0,0,0,1,2,0
93077,Male,Other,18 to 19,Fresno County,10,2,0,0,2,14,32,0
93078,Male,Other,18 to 19,Glenn County,0,0,0,1,0,1,3,0
93079,Male,Other,18 to 19,Humboldt County,0,1,2,1,3,7,10,0
93080,Male,Other,18 to 19,Imperial County,1,0,0,0,0,1,1,0
93081,Male,Other,18 to 19,Inyo County,0,0,1,0,1,2,13,0
93082,Male,Other,18 to 19,Kern County,2,1,0,0,2,5,50,0
93083,Male,Other,18 to 19,Kings County,1,1,0,0,0,2,7,0
93084,Male,Other,18 to 19,Lake County,0,0,1,0,3,4,3,0
93085,Male,Other,18 to 19,Lassen County,1,0,0,1,0,2,0,0
93086,Male,Other,18 to 19,Los Angeles County,28,15,6,2,19,70,201,0
93087,Male,Other,18 to 19,Madera County,0,0,0,0,0,0,3,0
93088,Male,Other,18 to 19,Marin County,2,2,2,0,1,7,8,0
93089,Male,Other,18 to 19,Mendocino County,2,2,0,0,4,8,4,0
93090,Male,Other,18 to 19,Merced County,1,1,1,0,2,5,5,0
93091,Male,Other,18 to 19,Modoc County,0,0,0,0,0,0,2,0
93092,Male,Other,18 to 19,Monterey County,3,1,1,0,1,6,13,0
93093,Male,Other,18 to 19,Napa County,0,0,0,0,1,1,2,0
93094,Male,Other,18 to 19,Nevada County,0,0,0,0,0,0,1,0
93095,Male,Other,18 to 19,Orange County,14,10,6,1,7,38,128,0
93096,Male,Other,18 to 19,Placer County,1,0,0,0,2,3,13,0
93097,Male,Other,18 to 19,Plumas County,0,0,0,0,0,0,1,0
93098,Male,Other,18 to 19,Riverside County,8,1,2,1,7,19,26,0
93099,Male,Other,18 to 19,Sacramento County,8,8,3,0,10,29,36,0
93100,Male,Other,18 to 19,San Benito County,0,0,0,0,0,0,1,0
93101,Male,Other,18 to 19,San Bernardino County,5,10,0,1,8,24,28,0
93102,Male,Other,18 to 19,San Diego County,18,11,2,0,8,39,81,0
93103,Male,Other,18 to 19,San Francisco County,14,4,6,1,13,38,15,0
